華語詞目id,華語詞目,腔,漢字,羅馬字
48,早死(詈語),宜蘭偏漳腔,夭壽,iáu-siū
48,早死(詈語),宜蘭偏漳腔,膨肚短命,phòng-tōo-té-miā
48,早死(詈語),臺南混合腔,夭壽仔,iáu-siū-á
48,早死(詈語),臺南混合腔,膨肚短命,phòng-tōo-té-miā
48,早死(詈語),高雄混合腔,夭壽,iáu-siū
48,早死(詈語),金門偏泉腔,夭壽,iáu-siū
48,早死(詈語),馬公偏泉腔,夭壽,iáu-siū
48,早死(詈語),新竹偏泉腔,孤毛絕種,koo-moo-tse̍rh-tsíng
48,早死(詈語),新竹偏泉腔,孤毛絕種,koo-moo-tse̍h-tsíng
48,早死(詈語),臺中偏漳腔,孤𣮈,koo-khut
48,早死(詈語),三峽偏泉腔,夭壽死囡仔,iáu-siū sí-gín-á
50,盪,鹿港偏泉腔,盪,tňg
50,盪,三峽偏泉腔,盪,tn̄g
50,盪,臺北偏泉腔,盪,tn̄g
50,盪,宜蘭偏漳腔,盪,tn̄g
50,盪,臺南混合腔,盪,tn̄g
50,盪,高雄混合腔,盪,tn̄g
50,盪,金門偏泉腔,盪,tn̄g
50,盪,馬公偏泉腔,盪,tn̄g
50,盪,新竹偏泉腔,盪,tn̄g
50,盪,臺中偏漳腔,盪,tn̄g
51,爆油,三峽偏泉腔,煏油,piak-iû
51,爆油,鹿港偏泉腔,炸油,tsuànn-iû
51,爆油,鹿港偏泉腔,煏油,piak-iû
51,爆油,臺北偏泉腔,炸油,tsuànn-iû
51,爆油,宜蘭偏漳腔,煏油,piak-iû
51,爆油,臺南混合腔,炸油,tsuànn-iû
51,爆油,臺南混合腔,煏油,piak-iû
51,爆油,高雄混合腔,炸油,tsuànn-iû
51,爆油,高雄混合腔,煏油,piak-iû
51,爆油,金門偏泉腔,炸油,tsuànn-iû
51,爆油,馬公偏泉腔,炸油,tsuànn-iû
51,爆油,新竹偏泉腔,炸油,tsuànn-iû
51,爆油,新竹偏泉腔,煏油,piak-iû
51,爆油,臺中偏漳腔,炸豬油,tsuànn-ti-iû
53,揀菜,鹿港偏泉腔,揀,kíng
53,揀菜,三峽偏泉腔,揀菜,kíng-tshài
53,揀菜,臺北偏泉腔,揀菜,kíng-tshài
53,揀菜,宜蘭偏漳腔,揀菜,kíng-tshài
53,揀菜,臺南混合腔,揀菜,kíng-tshài
53,揀菜,高雄混合腔,揀菜,kíng-tshài
53,揀菜,金門偏泉腔,揀菜,káinn-tshài
53,揀菜,馬公偏泉腔,揀菜,kíng-tshài
53,揀菜,新竹偏泉腔,揀菜,kíng-tshài
53,揀菜,臺中偏漳腔,揀菜,kíng-tshài
54,白水煮,鹿港偏泉腔,煠,sa̍h
54,白水煮,三峽偏泉腔,煠,sa̍h
54,白水煮,臺北偏泉腔,煠,sa̍h
54,白水煮,宜蘭偏漳腔,煠,sa̍h
54,白水煮,臺南混合腔,煠,sa̍h
54,白水煮,高雄混合腔,煠,sa̍h
54,白水煮,金門偏泉腔,煠,sa̍h
54,白水煮,馬公偏泉腔,煠,sa̍h
54,白水煮,新竹偏泉腔,煠,sa̍h
54,白水煮,臺中偏漳腔,煠,sah
54,白水煮,臺中偏漳腔,煠,sā
55,擦破皮,鹿港偏泉腔,遛皮,liù-phêr
55,擦破皮,三峽偏泉腔,遛皮,liù-phêr
55,擦破皮,臺北偏泉腔,遛皮,liù-phê
55,擦破皮,宜蘭偏漳腔,遛皮,liù-phuê
55,擦破皮,臺南混合腔,遛皮,liù-phuê
55,擦破皮,高雄混合腔,遛皮,liù-phuê
55,擦破皮,金門偏泉腔,遛皮,liù-phêr
55,擦破皮,馬公偏泉腔,遛皮,liù-phê
55,擦破皮,新竹偏泉腔,遛皮,liù-phêr
55,擦破皮,臺中偏漳腔,遛皮,liù-phuê
56,輾槽,鹿港偏泉腔,研槽,nguí-tsô
56,輾槽,鹿港偏泉腔,研槽,gíng-tsô
56,輾槽,三峽偏泉腔,研槽,gíng-tsô
56,輾槽,臺北偏泉腔,研槽,gíng-tsô
56,輾槽,宜蘭偏漳腔,研槽,gíng-tsô
56,輾槽,臺南混合腔,研槽,gíng-tsô
56,輾槽,高雄混合腔,研槽,gíng-tsôr
56,輾槽,金門偏泉腔,研槽,ngái-tsô
56,輾槽,馬公偏泉腔,研槽,gíng-tsô
56,輾槽,新竹偏泉腔,研槽,gíng-tsô
56,輾槽,臺中偏漳腔,研台,gíng-tâi
57,抓藥,鹿港偏泉腔,拆藥仔,thiah-io̍h-á
57,抓藥,三峽偏泉腔,拆藥仔,thiah-iō-á
57,抓藥,臺北偏泉腔,拆藥仔,thiah-io̍h-á
57,抓藥,宜蘭偏漳腔,拆藥仔,thiah-iō-á
57,抓藥,臺南混合腔,拆藥仔,thiah-io̍rh-á
57,抓藥,高雄混合腔,拆藥仔,thiah-io̍rh-á
57,抓藥,金門偏泉腔,抾藥,khioh-io̍h
57,抓藥,馬公偏泉腔,拆藥,thiah-io̍h
57,抓藥,新竹偏泉腔,拆藥,thiah-io̍h
57,抓藥,臺中偏漳腔,拆藥仔,thiah-io̍h-á
58,笑桮,臺北偏泉腔,笑桮,tshiò-pue
58,笑桮,鹿港偏泉腔,笑桮,tshiò-pue
58,笑桮,三峽偏泉腔,笑桮,tshiò-pue
58,笑桮,宜蘭偏漳腔,笑桮,tshiò-pue
58,笑桮,臺南混合腔,笑桮,tshiòr-pue
58,笑桮,高雄混合腔,笑桮,tshiòr-pue
58,笑桮,金門偏泉腔,笑桮,tshiò-pue
58,笑桮,馬公偏泉腔,笑桮,tshiò-pue
58,笑桮,新竹偏泉腔,笑桮,tshiò-pue
58,笑桮,臺中偏漳腔,笑桮,tshiò-pue
59,帶符,鹿港偏泉腔,香火,hiunn-hér
59,帶符,三峽偏泉腔,香火,hiunn-hér
59,帶符,臺北偏泉腔,香火,hiunn-hé
59,帶符,宜蘭偏漳腔,香火,hiunn-hué
59,帶符,臺南混合腔,香火,hionn-hué
59,帶符,高雄混合腔,香火,hiunn-hué
59,帶符,金門偏泉腔,貫捾,kǹg-kuānn
59,帶符,馬公偏泉腔,香火,hiunn-hé
59,帶符,新竹偏泉腔,貫捾,kǹg-kuānn
59,帶符,臺中偏漳腔,保身符,pó-sin-hû
60,做醮,鹿港偏泉腔,做醮,tsò-tsiò
60,做醮,三峽偏泉腔,做醮,tsò-tsiò
60,做醮,臺北偏泉腔,做醮,tsuè-tsiò
60,做醮,宜蘭偏漳腔,做醮,tsò-tsiò
60,做醮,臺南混合腔,做醮,tsòr-tsiòr
60,做醮,高雄混合腔,做醮,tsòr-tsiòr
60,做醮,金門偏泉腔,做醮,tsuè-tsiò
60,做醮,馬公偏泉腔,做醮,tsuè-tsiò
60,做醮,新竹偏泉腔,做醮,tsuè-tsiò
60,做醮,臺中偏漳腔,做醮,tsò-tsiò
61,做忌,鹿港偏泉腔,做忌,tsuè-kī
61,做忌,鹿港偏泉腔,做忌,tsuè-kì
61,做忌,三峽偏泉腔,做忌,tsò-kī
61,做忌,臺北偏泉腔,做忌,tsuè-khī
61,做忌,宜蘭偏漳腔,做忌,tsò-kī
61,做忌,臺南混合腔,做忌,tsòr-kī
61,做忌,高雄混合腔,做忌,tsòr-kī
61,做忌,金門偏泉腔,做忌,tsuè-kī
61,做忌,馬公偏泉腔,做忌,tsuè-kī
61,做忌,新竹偏泉腔,做忌,tsuè-kī
61,做忌,臺中偏漳腔,做忌,tsò-kī
62,桌頭,鹿港偏泉腔,徛桌頭,khiǎ-toh-thâu
62,桌頭,三峽偏泉腔,徛桌頭,khiā-toh-thâu
62,桌頭,臺北偏泉腔,桌頭,toh-thâu
62,桌頭,宜蘭偏漳腔,桌頭,toh-thâu
62,桌頭,臺南混合腔,桌頭,torh-thâu
62,桌頭,高雄混合腔,桌頭,torh-thâu
62,桌頭,金門偏泉腔,桌頭,toh-thâu
62,桌頭,馬公偏泉腔,小法,siáu-huat
62,桌頭,新竹偏泉腔,桌頭,toh-thâu
62,桌頭,臺中偏漳腔,桌頭,toh-thâu
63,尼姑庵,鹿港偏泉腔,尼姑庵,nî-koo-am
63,尼姑庵,鹿港偏泉腔,尼姑庵,lî-koo-am
63,尼姑庵,三峽偏泉腔,尼姑庵,nî-koo-am
63,尼姑庵,臺北偏泉腔,尼姑庵,nî-koo-am
63,尼姑庵,宜蘭偏漳腔,尼姑庵,nî-koo-am
63,尼姑庵,臺南混合腔,尼姑庵,lî-koo-am
63,尼姑庵,高雄混合腔,尼姑庵,lî-koo-am
63,尼姑庵,金門偏泉腔,尼姑庵,lî-koo-am
63,尼姑庵,馬公偏泉腔,尼姑庵,lî-koo-am
63,尼姑庵,新竹偏泉腔,尼姑庵,lî-koo-am
63,尼姑庵,臺中偏漳腔,尼姑庵,nî-koo-am
64,土地公,鹿港偏泉腔,土地公,thóo-tī-kong
64,土地公,三峽偏泉腔,土地公,thóo-tī-kong
64,土地公,三峽偏泉腔,土地公,thóo-lī-kong
64,土地公,臺北偏泉腔,土地公,thóo-lī-kong
64,土地公,宜蘭偏漳腔,土地公,thóo-lī-kong
64,土地公,臺南混合腔,土地公,thóo-lī-kong
64,土地公,臺南混合腔,福德正神,hok-tik-tsìng-sîn
64,土地公,高雄混合腔,土地公,thóo-lī-kong
64,土地公,金門偏泉腔,土地公,thóo-tī-kong
64,土地公,馬公偏泉腔,土地公,thóo-tī-kong
64,土地公,新竹偏泉腔,土地公,thóo-tī-kong
64,土地公,新竹偏泉腔,土地公,thóo-lī-kong
64,土地公,臺中偏漳腔,土地公,thóo-tī-kong
65,有應公,鹿港偏泉腔,有應公,iú-iòng-kong
65,有應公,三峽偏泉腔,有應公,iú-hun-kong
65,有應公,臺北偏泉腔,有應公,iú-hun-kong
65,有應公,臺北偏泉腔,老大公,lāu-tuā-kong
65,有應公,宜蘭偏漳腔,有應公仔,iú-iong-kong-á
65,有應公,宜蘭偏漳腔,應公仔,iòng-kong-á
65,有應公,臺南混合腔,有應公,iú-ìng-kong
65,有應公,高雄混合腔,應公仔,ìng-kong-á
65,有應公,金門偏泉腔,萬事爺,bān-sīr-iâ
65,有應公,馬公偏泉腔,有應公,iú-ìng-kong
65,有應公,新竹偏泉腔,有應公仔,iú-ìng-kong-á
65,有應公,臺中偏漳腔,百姓公仔,pah-sènn-kong-á
65,有應公,臺中偏漳腔,有應公,iú-ìng-kong
66,床神,鹿港偏泉腔,床母,Tshn̂g-bú
66,床神,三峽偏泉腔,床母,Tshn̂g-bú
66,床神,三峽偏泉腔,婆姐,Pô-tsiá
66,床神,臺北偏泉腔,床母,Tshn̂g-bó
66,床神,宜蘭偏漳腔,姐母仔,Tsiá-bó-á
66,床神,宜蘭偏漳腔,婆姐,Pô-tsiá
66,床神,臺南混合腔,床母,Tshn̂g-bór
66,床神,臺南混合腔,婆姐,Pôr-tsiá
66,床神,高雄混合腔,床母,Tshn̂g-bór
66,床神,高雄混合腔,婆姐,Pôr-tsiá
66,床神,金門偏泉腔,床母,Tshn̂g-bú
66,床神,馬公偏泉腔,床母,Tshn̂g-bó
66,床神,新竹偏泉腔,床母,Tshn̂g-bú
66,床神,臺中偏漳腔,床母,Tshn̂g-bó
67,學校,鹿港偏泉腔,公學校,kong-ha̍k-hǎu
67,學校,三峽偏泉腔,公學校,kong-ha̍k-hāu
67,學校,臺北偏泉腔,公學校,kong-ha̍k-hāu
67,學校,宜蘭偏漳腔,公學校,kong-ha̍k-hāu
67,學校,臺南混合腔,公學校,kong-ha̍k-hāu
67,學校,高雄混合腔,公學校,kong-ha̍k-hāu
67,學校,金門偏泉腔,學校,ha̍k-hāu
67,學校,馬公偏泉腔,學校,ha̍k-hāu
67,學校,新竹偏泉腔,學校,ha̍k-hāu
67,學校,臺中偏漳腔,學校,ha̍k-hāu
68,老師,鹿港偏泉腔,先生,sian-sinn
68,老師,鹿港偏泉腔,老師,lǎu-sir
68,老師,三峽偏泉腔,先生,sian-sinn
68,老師,三峽偏泉腔,老師,lāu-sir
68,老師,臺北偏泉腔,先生,sian-sinn
68,老師,臺北偏泉腔,老師,lāu-su
68,老師,宜蘭偏漳腔,先生,sin-senn
68,老師,宜蘭偏漳腔,老師,lāu-su
68,老師,臺南混合腔,先生,sian-senn
68,老師,臺南混合腔,老師,lāu-su
68,老師,高雄混合腔,先生,sian-senn
68,老師,高雄混合腔,先生,sian-sinn
68,老師,高雄混合腔,老師,lāu-su
68,老師,金門偏泉腔,先生,sian-sinn
68,老師,馬公偏泉腔,先生,sian-sinn
68,老師,新竹偏泉腔,先生,sian-sinn
68,老師,臺中偏漳腔,先生,sian-sinn
68,老師,臺中偏漳腔,先生,sin-senn
68,老師,臺中偏漳腔,老師,lāu-su
69,日曆,鹿港偏泉腔,日誌,li̍t-tsì
69,日曆,鹿港偏泉腔,曆日,la̍h-li̍t
69,日曆,三峽偏泉腔,日誌,ji̍t-tsì
69,日曆,臺北偏泉腔,日誌,li̍t-tsì
69,日曆,臺北偏泉腔,曆日,la̍h-li̍t
69,日曆,宜蘭偏漳腔,日誌,ji̍t-tsì
69,日曆,宜蘭偏漳腔,曆日,lā-ji̍t
69,日曆,臺南混合腔,日書,ji̍t-su
69,日曆,臺南混合腔,日誌,ji̍t-tsì
69,日曆,臺南混合腔,曆日,la̍h-ji̍t
69,日曆,高雄混合腔,日書,ji̍t-su
69,日曆,高雄混合腔,日誌,ji̍t-tsì
69,日曆,高雄混合腔,曆日,la̍h-ji̍t
69,日曆,金門偏泉腔,曆日,la̍h-li̍t
69,日曆,馬公偏泉腔,曆日,la̍h-ji̍t
69,日曆,新竹偏泉腔,曆日,la̍h-li̍t
69,日曆,新竹偏泉腔,日誌,li̍t-tsì
69,日曆,臺中偏漳腔,曆日,la̍h-ji̍t
69,日曆,臺中偏漳腔,日拆,ji̍t-thiah
70,郵票,鹿港偏泉腔,花仔紙,hue-á-tsuá
70,郵票,鹿港偏泉腔,郵票,iû-phiò
70,郵票,三峽偏泉腔,郵票,iû-phiò
70,郵票,臺北偏泉腔,郵票,iû-phiò
70,郵票,宜蘭偏漳腔,郵票,iû-phiò
70,郵票,臺南混合腔,尪仔頭,ang-á-thâu
70,郵票,臺南混合腔,郵票,iû-phiòr
70,郵票,高雄混合腔,郵票,iû-phiòr
70,郵票,金門偏泉腔,郵票,iû-phiò
70,郵票,馬公偏泉腔,郵票,iû-phiò
70,郵票,新竹偏泉腔,郵票,iû-phiò
70,郵票,新竹偏泉腔,切手,khi̍t-teh
70,郵票,臺中偏漳腔,郵票,iû-phiò
71,講古,鹿港偏泉腔,講古,káng-kóo
71,講古,三峽偏泉腔,講古,káng-kóo
71,講古,臺北偏泉腔,講古,káng-kóo
71,講古,宜蘭偏漳腔,講古,káng-kóo
71,講古,臺南混合腔,講古,káng-kóo
71,講古,高雄混合腔,講古,káng-kóo
71,講古,金門偏泉腔,講古,kóng-kóo
71,講古,馬公偏泉腔,講古,kóng-kóo
71,講古,新竹偏泉腔,講古,káng-kóo
71,講古,臺中偏漳腔,講古,kóng-kóo
72,打麻將,鹿港偏泉腔,麻雀,bâ-tshiok
72,打麻將,三峽偏泉腔,麻雀,bâ-tshiok
72,打麻將,臺北偏泉腔,麻雀,bâ-tshiok
72,打麻將,宜蘭偏漳腔,拍麻雀,phah-bâ-tshiok
72,打麻將,臺南混合腔,拍麻雀,phah-bâ-tshiok
72,打麻將,高雄混合腔,拍麻雀,phah-bâ-tshiok
72,打麻將,金門偏泉腔,拍麻雀,phah-bâ-tshiok
72,打麻將,馬公偏泉腔,拍麻雀,phah-buâ-tshiok
72,打麻將,新竹偏泉腔,拍麻雀,phah-bâ-tshiok
72,打麻將,臺中偏漳腔,拍麻雀,phah-mâ-tshiok
73,拔河,鹿港偏泉腔,搝大索,giú-tuǎ-soh
73,拔河,三峽偏泉腔,搝大索,giú-tuā-soh
73,拔河,臺北偏泉腔,搝大索,giú-tuā-soh
73,拔河,宜蘭偏漳腔,搝索仔,giú-soh-á
73,拔河,臺南混合腔,搝大索,giú-tuā-soh
73,拔河,臺南混合腔,拔大索,pue̍h-tuā-soh
73,拔河,高雄混合腔,搝大索,giú-tuā-sorh
73,拔河,金門偏泉腔,拔索,pui̍h-soh
73,拔河,馬公偏泉腔,擋索仔,tòng-soh--á
73,拔河,新竹偏泉腔,搝索仔,giú-soh-á
73,拔河,臺中偏漳腔,搝大索,giú-tuā-soh
74,側翻,鹿港偏泉腔,拋捙輪,pha-tshia-lin
74,側翻,三峽偏泉腔,拋捙輪,pha-tshia-lin
74,側翻,臺北偏泉腔,拋捙輪,pha-tshia-lin
74,側翻,宜蘭偏漳腔,拋捙輪,pha-tshia-lin
74,側翻,臺南混合腔,捙拋輪,tshia-pha-lin
74,側翻,臺南混合腔,拋捙輪,pha-tshia-lian
74,側翻,臺南混合腔,拋麒麟,pha-ki-lin
74,側翻,高雄混合腔,拋捙輪,pha-tshia-lian
74,側翻,新竹偏泉腔,拋輾斗,pha-lìn-táu
74,側翻,臺中偏漳腔,反輦狗仔,píng-lián-káu-á
75,不倒翁,鹿港偏泉腔,阿不倒,a-put-táu
75,不倒翁,三峽偏泉腔,阿不倒仔,a-put-tó-á
75,不倒翁,臺北偏泉腔,阿不倒,a-put-tó
75,不倒翁,宜蘭偏漳腔,阿不倒仔,a-put-tó-á
75,不倒翁,臺南混合腔,阿不倒仔,a-put-torh-á
75,不倒翁,高雄混合腔,阿不倒仔,a-put-torh-á
75,不倒翁,金門偏泉腔,阿不倒,a-put-táu
75,不倒翁,馬公偏泉腔,阿不倒,a-put-tó
75,不倒翁,新竹偏泉腔,阿不倒仔,a-put-tó-á
75,不倒翁,臺中偏漳腔,阿不倒,a-put-tó
76,跑讓人捉,鹿港偏泉腔,走相逐,tsáu-sio-lip
76,跑讓人捉,三峽偏泉腔,走相逐,tsáu-sio-jip
76,跑讓人捉,臺北偏泉腔,走相逐,tsáu-sio-lip
76,跑讓人捉,宜蘭偏漳腔,走相逐,tsáu-sio-jik
76,跑讓人捉,臺南混合腔,走相逐,tsáu-sior-jiok
76,跑讓人捉,高雄混合腔,走相逐,tsáu-sior-jiok
76,跑讓人捉,金門偏泉腔,走相逐,tsáu-sann-tsip
76,跑讓人捉,馬公偏泉腔,走相掠,tsáu-sio-lia̍h
76,跑讓人捉,新竹偏泉腔,走相逐,tsáu-sann-lip
76,跑讓人捉,新竹偏泉腔,走相掠,tsáu-sann-lia̍h
76,跑讓人捉,臺中偏漳腔,走相逐,tsáu-sann-giok
76,跑讓人捉,臺中偏漳腔,走相掠,tsáu-sann-lia̍h
77,吹氣球,三峽偏泉腔,歕雞胿仔,pûn kere-kui-á
77,吹氣球,臺北偏泉腔,歕雞胿仔,pûn kue-kui-á
77,吹氣球,宜蘭偏漳腔,歕雞胿仔,pûn kue-kui-á
77,吹氣球,臺南混合腔,歕雞胿仔,pûn ke-kui-á
77,吹氣球,高雄混合腔,歕雞胿仔,pûn ke-kui-á
77,吹氣球,金門偏泉腔,歕雞胿,pûn kue-kui
77,吹氣球,馬公偏泉腔,歕雞胿,pûn kue-kui
77,吹氣球,新竹偏泉腔,歕雞胿仔,pûn kue-kui-á
77,吹氣球,臺中偏漳腔,歕雞胿仔,pûn ke-kui-á
77,吹氣球,鹿港偏泉腔,歕雞胿仔,pûn kue-kui-á
78,押下去,鹿港偏泉腔,硩落去,teh--loih
78,押下去,三峽偏泉腔,硩,teh
78,押下去,臺北偏泉腔,硩落去,teh--loih
78,押下去,宜蘭偏漳腔,硩撚寶,teh-lián-pó
78,押下去,臺南混合腔,硩落去,teh--lo̍rh-khì
78,押下去,高雄混合腔,硩落去,teh--lo̍rh-khì
78,押下去,金門偏泉腔,硩落去,teh--lo̍h--khìr
78,押下去,馬公偏泉腔,硩落去,teh--loì
78,押下去,新竹偏泉腔,硩落,teh--lo̍h
78,押下去,臺中偏漳腔,硩,teh
79,風箏,新竹偏泉腔,風吹,hong-tsher
79,風箏,鹿港偏泉腔,風吹,hong-tsher
79,風箏,三峽偏泉腔,風吹,hong-tsher
79,風箏,臺北偏泉腔,風吹,hong-tshe
79,風箏,宜蘭偏漳腔,風吹,hong-tshue
79,風箏,臺南混合腔,風吹,hong-tshue
79,風箏,高雄混合腔,風吹,hong-tshue
79,風箏,金門偏泉腔,風吹,huang-tshe
79,風箏,馬公偏泉腔,風吹,hong-tshe
79,風箏,新竹偏泉腔,風吹,hong-tshe
79,風箏,臺中偏漳腔,風吹,hong-tshue
80,彈弓,鹿港偏泉腔,擗擗仔,pia̍k-pia̍k-á
80,彈弓,三峽偏泉腔,鳥擗仔,tsiáu-phia̍k-á
80,彈弓,臺北偏泉腔,擉仔,tia̍k-á
80,彈弓,宜蘭偏漳腔,鳥擗仔,tsiáu-phia̍k-á
80,彈弓,臺南混合腔,拍鳥弓仔,phah-tsiáu-king-á
80,彈弓,臺南混合腔,樹奶弓仔,tshiū-ni-king-á
80,彈弓,高雄混合腔,鳥擗仔,tsiáu-phia̍k-á
80,彈弓,金門偏泉腔,鳥仔弓,tsiáu-á-king
80,彈弓,馬公偏泉腔,鳥仔擗,tsiáu-á-phiang
80,彈弓,新竹偏泉腔,擗仔,phia̍k-á
80,彈弓,臺中偏漳腔,樹奶擗仔,tshiū-ling-phia̍k-á
80,彈弓,新竹偏泉腔,パチンコ,pha-tshìn-kò
81,木魚,三峽偏泉腔,嘓魚,kho̍k-hîr
81,木魚,臺北偏泉腔,嘓,kho̍k
81,木魚,宜蘭偏漳腔,木魚,bo̍k-hî
81,木魚,宜蘭偏漳腔,嘓魚,kho̍k-hî
81,木魚,鹿港偏泉腔,嘓魚,kho̍k-hîr
81,木魚,臺南混合腔,嘓仔,khok-á
81,木魚,高雄混合腔,木魚,bo̍k-hî
81,木魚,高雄混合腔,嘓魚,go̍k-hî
81,木魚,金門偏泉腔,嘓魚,kho̍k-hîr
81,木魚,馬公偏泉腔,嘓魚,kho̍k-hû
81,木魚,新竹偏泉腔,嘓,khok
81,木魚,新竹偏泉腔,嘓,kho̍k
81,木魚,新竹偏泉腔,木魚,bo̍k-gîr
81,木魚,臺中偏漳腔,木魚,bo̍k-hî
82,說謊,鹿港偏泉腔,白賊,pe̍h-tsha̍t
82,說謊,三峽偏泉腔,白賊,pē-tsha̍t
82,說謊,臺北偏泉腔,白賊,pe̍h-tsha̍t
82,說謊,宜蘭偏漳腔,白賊,pe̍h-tsha̍t
82,說謊,臺南混合腔,白賊,pe̍h-tsha̍t
82,說謊,高雄混合腔,白賊,pe̍h-tsha̍t
82,說謊,金門偏泉腔,白賊,pe̍h-tsha̍t
82,說謊,金門偏泉腔,呺六,hau-la̍k
82,說謊,馬公偏泉腔,白賊,pe̍h-tsha̍t
82,說謊,新竹偏泉腔,白賊,pe̍h-tsha̍t
82,說謊,臺中偏漳腔,講白賊,kóng-pe̍h-tsha̍t
83,姦夫,鹿港偏泉腔,契兄,khè-hiann
83,姦夫,三峽偏泉腔,契兄,kherè-hiann
83,姦夫,臺北偏泉腔,契兄,khuè-hiann
83,姦夫,宜蘭偏漳腔,契兄,khè-hiann
83,姦夫,宜蘭偏漳腔,猴,kâu
83,姦夫,臺南混合腔,契兄,khè-hiann
83,姦夫,臺南混合腔,猴,kâu
83,姦夫,高雄混合腔,契兄,khè-hiann
83,姦夫,高雄混合腔,猴,kâu
83,姦夫,金門偏泉腔,契兄,khuè-hiann
83,姦夫,金門偏泉腔,猴,kâu
83,姦夫,馬公偏泉腔,契兄,khuè-hiann
83,姦夫,新竹偏泉腔,契兄,khè-hiann
83,姦夫,臺中偏漳腔,契兄,khè-hiann
84,絕子絕孫(詈語),金門偏泉腔,孤𣮈,koo-khu̍t
84,絕子絕孫(詈語),鹿港偏泉腔,鏨頭短命,tsǎm-thâu-té-miā
84,絕子絕孫(詈語),鹿港偏泉腔,絕種,tse̍rh-tsíng
84,絕子絕孫(詈語),鹿港偏泉腔,膨肚短命,phòng-tǒo-té-miā
84,絕子絕孫(詈語),三峽偏泉腔,孤𣮈,koo-khu̍t
84,絕子絕孫(詈語),三峽偏泉腔,無傳,bô-thn̂g
84,絕子絕孫(詈語),三峽偏泉腔,絕種,tsēr-tsíng
84,絕子絕孫(詈語),臺北偏泉腔,孤𣮈,koo-khu̍t
84,絕子絕孫(詈語),臺北偏泉腔,無傳,bô-thn̂g
84,絕子絕孫(詈語),臺北偏泉腔,絕種,tse̍h-tsíng
84,絕子絕孫(詈語),宜蘭偏漳腔,孤𣮈,koo-khu̍t
84,絕子絕孫(詈語),宜蘭偏漳腔,孤𣮈絕種,koo-khu̍t-tse̍h-tsíng
84,絕子絕孫(詈語),宜蘭偏漳腔,無傳,bô-thuînn
84,絕子絕孫(詈語),臺南混合腔,孤𣮈,koo-khu̍t
84,絕子絕孫(詈語),臺南混合腔,無傳,bô-thn̂g
84,絕子絕孫(詈語),臺南混合腔,絕種,tsua̍t-tsíng
84,絕子絕孫(詈語),臺南混合腔,孤毛絕種,koo-moo-tse̍h-tsíng
84,絕子絕孫(詈語),高雄混合腔,孤𣮈絕種,koo-khu̍t-tse̍h-tsíng
84,絕子絕孫(詈語),高雄混合腔,無傳,bôr-thn̂g
84,絕子絕孫(詈語),高雄混合腔,無嗣,bôr-sû
84,絕子絕孫(詈語),高雄混合腔,孤毛絕種,koo-moo-tse̍h-tsíng
84,絕子絕孫(詈語),金門偏泉腔,絕種,tse̍rh-tsíng
84,絕子絕孫(詈語),馬公偏泉腔,孤𣮈,koo-khu̍t
84,絕子絕孫(詈語),馬公偏泉腔,絕種,tse̍h-tsíng
84,絕子絕孫(詈語),新竹偏泉腔,孤毛絕種,koo-moo-tse̍rh-tsíng
84,絕子絕孫(詈語),臺中偏漳腔,孤𣮈絕種,koo-khu̍t-tse̍h-tsíng
85,煎藥,鹿港偏泉腔,煎,tsuann
85,煎藥,三峽偏泉腔,煎藥仔,tsuann-io̍h-á
85,煎藥,臺北偏泉腔,煎藥仔,tsuann-io̍h-á
85,煎藥,宜蘭偏漳腔,煎藥仔,tsuann-io̍rh-á
85,煎藥,臺南混合腔,煎,tsuann
85,煎藥,高雄混合腔,煎藥仔,tsuann-io̍rh-á
85,煎藥,金門偏泉腔,煎藥,tsuann-io̍h
85,煎藥,馬公偏泉腔,煎藥,tsuann-io̍h
85,煎藥,新竹偏泉腔,煎藥,tsuann-io̍h
85,煎藥,臺中偏漳腔,煎藥仔,tsuann-io̍h-á
86,踩高蹺,鹿港偏泉腔,接跤,tsiap-kha
86,踩高蹺,三峽偏泉腔,踏蹺,tā-khiau
86,踩高蹺,臺北偏泉腔,踏蹺,ta̍h-khiau
86,踩高蹺,宜蘭偏漳腔,踏蹺,tā-khiau
86,踩高蹺,臺南混合腔,踏跤蹺,ta̍h-kha-khiau
86,踩高蹺,臺南混合腔,踏蹺,ta̍h-khiau
86,踩高蹺,高雄混合腔,踏蹺,ta̍h-khiau
86,踩高蹺,金門偏泉腔,踏蹺,ta̍h-khiau
86,踩高蹺,馬公偏泉腔,踏跤蹺,ta̍h-kha-khiau
86,踩高蹺,新竹偏泉腔,踏蹺,ta̍h-khiau
86,踩高蹺,臺中偏漳腔,踏蹺,ta̍h-khiau
87,聊天,鹿港偏泉腔,畫虎𡳞,uě-hóo-lǎn
87,聊天,三峽偏泉腔,破豆,phò-tāu
87,聊天,三峽偏泉腔,開講,khai-káng
87,聊天,三峽偏泉腔,畫虎𡳞,uē-hóo-lān
87,聊天,臺北偏泉腔,開講,khai-káng
87,聊天,臺北偏泉腔,敲虎𡳞,khà-hóo-lān
87,聊天,宜蘭偏漳腔,開講,khai-káng
87,聊天,宜蘭偏漳腔,畫虎𡳞,uē-hóo-lān
87,聊天,臺南混合腔,開講,khai-káng
87,聊天,臺南混合腔,畫虎𡳞,uē-hóo-lān
87,聊天,高雄混合腔,破豆,phòr-tāu
