詞目id,義項id,例句順序,漢字,羅馬字,華語,音檔檔名
184,267,1,土地,thóo-tē,土地,184-1-1
184,268,1,伊的人較土。,I ê lâng khah thóo.,他的個性較老土。,184-2-1
184,269,1,本土,pún-thóo,本土,184-3-1
184,269,2,土產,thóo-sán,土產,184-3-2
185,270,1,博士,phok-sū,博士,185-1-1
185,270,2,士農工商,sū lông kang siong,士農工商,185-1-2
186,271,1,大官,ta-kuann,公公,186-1-1
186,271,2,大家,ta-ke,婆婆,186-1-2
187,272,1,大量,tāi-liōng,大量,187-1-1
187,272,2,大德,tāi-tik,大德,187-1-2
188,273,1,阮大兄大我三歲。,Guán tuā-hiann tuā guá sann huè.,我大哥比我大三歲。,188-1-1
188,273,2,大紅,tuā-âng,深紅色,188-1-2
188,273,3,大人,tuā-lâng,大人,188-1-3
188,274,1,大昨日,tuā-tso̍h--ji̍t,大前天,188-2-1
188,274,2,大後日,tuā-āu--ji̍t,大後天,188-2-2
188,275,1,大伯,tuā-peh,大伯父,188-3-1
188,275,2,大姊,tuā-tsí,大姊,188-3-2
188,276,1,囡仔會大，早慢是愛離開。,"Gín-á ē tuā, tsá-bān sī ài lī-khui.",小孩子會長大，遲早得要離開。,188-4-1
189,277,1,婦女,hū-lí,婦女,189-1-1
190,278,1,女權,lú-khuân,女權,190-1-1
191,279,1,銃子,tshìng-tsí,子彈,191-1-1
191,280,1,果子,kué-tsí,水果,191-2-1
191,280,2,菜子,tshài-tsí,菜種,191-2-2
191,280,3,烏魚子,oo-hî-tsí,烏魚子,191-2-3
192,281,1,公子,kong-tsú,稱人子,192-1-1
192,281,2,孝子,hàu-tsú,孝順的兒子。也指父母死後，居喪守孝的兒子,192-1-2
192,282,1,孔子公,Khóng-tsú-kong,孔子,192-2-1
192,283,1,女子,lú-tsú,女子,192-3-1
192,283,2,男子,lâm-tsú,男子,192-3-2
192,284,1,子弟,tsú-tē,子弟,192-4-1
192,285,1,弟子,tē-tsú,弟子,192-5-1
192,286,1,子丑寅卯,tsú thiú în báu,地支前四位,192-6-1
192,286,2,甲子年,kah-tsú nî,干支為甲子的年分,192-6-2
192,287,1,子時,tsú-sî,晚上十一點至第二天凌晨一點,192-7-1
192,288,1,面子,bīn-tsú,面子,192-8-1
193,289,1,棋子,kî-jí,棋子,193-1-1
193,289,2,算盤子,sǹg-puânn-jí,算盤的珠子,193-1-2
193,290,1,一子弓蕉,tsi̍t jí king-tsio,一根香蕉,193-2-1
194,291,1,陰鴆陰鴆，咬人三寸深。,"Im-thim-im-thim, kā lâng sann tshùn tshim.",一般陰沉的人，平常多是默不作聲，一狠起來，就會狠咬一口。,194-1-1
194,292,1,寸步難行,tshùn pōo lân hîng,一小步也行走不得，喻處境困窘。,194-2-1
195,293,1,小寒,siáu-hân,二十四節氣之一，冬至過後十五天，因天候寒冷所以有這個名稱。,195-1-1
195,294,1,小女,siáu-lú,自己的女兒,195-2-1
196,295,1,小湧,sió-íng,小浪,196-1-1
196,296,1,小可,sió-khuá,稍微、一點點,196-2-1
196,296,2,小想一下,sió siūnn--tsi̍t-ē,稍微想一下,196-2-2
196,297,1,小叔仔,sió-tsik-á,丈夫的弟弟,196-3-1
197,298,1,阿里山,A-lí-san,阿里山,197-1-1
198,299,1,懸山,kuân suann,高山,198-1-1
198,300,1,起山,khí-suann,登陸,198-2-1
198,301,1,山園,suann-hn̂g,旱田,198-3-1
198,301,2,山地,suann-tē,旱地或指山很多的地區,198-3-2
199,302,1,我一禮拜愛上班五工。,Guá tsi̍t lé-pài ài siōng-pan gōo kang.,我一禮拜要上五天班。,199-1-1
199,303,1,勞工,lô-kang,勞工,199-2-1
199,303,2,工人,kang-lâng,工人,199-2-2
199,303,3,木工,ba̍k-kang,木工,199-2-3
199,304,1,工程,kang-tîng,工程,199-3-1
199,305,1,伊刻這粒印仔真了工。,I khik tsit lia̍p ìn-á tsin liáu-kang.,他刻這顆印章花很多時間。,199-4-1
199,306,1,我無彼號閒工佮你開講。,Guá bô hit-lō îng-kang kah lí khai-káng.,我沒有多餘的時間跟你聊天。,199-5-1
199,307,1,工場,kang-tiûnn,工廠,199-6-1
199,307,2,工業,kang-gia̍p,工業,199-6-2
199,307,3,化工,huà-kang,化工,199-6-3
200,308,1,工尺,kong-tshe,工尺,200-1-1
201,309,1,安份守己,an-hūn-siú-kí,安份守己,201-1-1
201,309,2,自己,tsū-kí,自己,201-1-2
202,311,1,巳時,tsī-sî,上午九點到十一點,202-1-1
203,312,1,面巾,bīn-kin,毛巾,203-1-1
203,312,2,手巾仔,tshiú-kin-á,手帕,203-1-2
204,313,1,干戈,kan-ko,盾和矛，原指兵器，後多引申為戰爭。,204-1-1
204,314,1,天干,thian-kan,甲乙丙丁戊己庚辛壬癸十天干,204-2-1
204,315,1,干涉,kan-sia̍p,干涉,204-3-1
204,316,1,干犯,kan-huān,冒犯、侵犯,204-4-1
205,317,1,弓箭,king-tsìnn,弓箭,205-1-1
205,318,1,衫弓仔,sann-king-á,衣架,205-2-1
205,318,2,弓蕉,king-tsio,香蕉,205-2-2
205,319,1,弓大豬,king tuā ti,以過量餵養的方式，把豬隻的體型在短時間之內撐得更大，通常在即將販售或競賽之前進行。,205-3-1
205,319,2,大步弓,tuā pōo king,張大步伐快速走,205-3-2
205,320,1,一弓弓蕉,tsi̍t king king-tsio,一枝香蕉花所結的一長串香蕉,205-4-1
206,321,1,才調,tsâi-tiāu,本事、能力,206-1-1
206,321,2,無才,bô-tsâi,沒本事,206-1-2
206,322,1,將才,tsiòng-tsâi,將才,206-2-1
206,322,2,秀才,siù-tsâi,秀才,206-2-2
206,322,3,奴才,lôo-tsâi,奴才,206-2-3
207,323,1,這馬我才知影伊是騙我的。,Tsit-má guá tsiah tsai-iánn i sī phiàn--guá--ê.,現在我才知道他是騙我的。,207-1-1
207,324,1,伊才十七歲爾爾，袂使啉酒。,"I tsiah tsa̍p-tshit huè niā-niā, bē-sái lim tsiú.",他才十七歲而已，不能喝酒。,207-2-1
207,325,1,我才無欲相信你講的話！,Guá tsiah bô beh siong-sìn lí kóng ê uē!,我才不相信你說的話！,207-3-1
207,326,1,後擺我才共你講。,Āu-pái guá tsiah kā lí kóng.,以後我再告訴你。,207-4-1
207,326,2,電影看煞才來去食飯。,Tiān-iánn khuànn-suah tsiah lâi-khì tsia̍h-pn̄g.,電影看完再去吃飯。,207-4-2
208,327,1,這款木材一才偌濟？,Tsit khuán bo̍k-tsâi tsi̍t tshâi guā-tsē?,這種木材一才多少錢？,208-1-1
210,330,1,阮丈人明仔載欲起來臺北。,Guán tiūnn-lâng bîn-á-tsài beh khí-lâi Tâi-pak.,我的岳父明天要北上到臺北。,210-1-1
211,331,1,三八人,sam-pat lâng,傻氣不正經的人,211-1-1
212,332,1,伊是一个土人，講話較凊彩，你毋通佮伊計較。,"I sī tsi̍t ê thóo-lâng, kóng-uē khah tshìn-tshái, lí m̄-thang kah i kè-kàu.",他是一個粗人，說話比較隨便，你不要跟他計較。,212-1-1
213,333,1,警察大人,kíng-tshat tāi-jîn,警察大人,213-1-1
214,334,1,大人儉一喙，囡仔食甲飫。,"Tuā-lâng khiām tsi̍t tshuì, gín-á tsia̍h kah uì.",大人少吃一口，小孩子就可以吃得飽，甚至吃到膩了。,214-1-1
215,335,1,囡仔猶閣細漢，你毋通共拍甲遐爾仔大力。,"Gín-á iáu-koh sè-hàn, lí m̄-thang kā phah kah hiah-nī-á tuā-la̍t.",孩子還小，你不要打得那麼用力。,215-1-1
224,344,1,對臺北坐高鐵到臺中上久是一點捅鐘。,Tuì Tâi-pak tsē ko-thih kàu Tâi-tiong siōng-kú sī tsi̍t tiám thóng tsing.,從臺北坐高鐵到臺中最久是一個多小時。,224-1-1
225,345,1,頂禮拜阮一陣人上山去看風景。,Tíng lé-pài guán tsi̍t tīn lâng tsiūnn-suann khì khuànn hong-kíng.,上個禮拜我們一群人登山去看風景。,225-1-1
226,346,1,我欲準備下山矣。,Guá beh tsún-pī hā-san--ah.,我要準備下山了。,226-1-1
227,347,1,伊久久才來一擺。,I kú-kú tsiah lâi tsi̍t pái.,他相隔很久才來一次。,227-1-1
228,348,1,伊拍一下傷大下，箠仔煞斷去。,"I phah tsi̍t-ē siunn tuā-ē, tshuê-á suah tn̄g--khì.",他打得太用力，竹枝竟然斷掉了。,228-1-1
229,349,1,伊真小口，食袂濟。,"I tsin sió-kháu, tsia̍h bē tsē.",他食量很小，吃不多。,229-1-1
232,352,1,男子漢大丈夫,lâm-tsú-hàn tāi-tiōng-hu,男子漢大丈夫,232-1-1
233,353,1,叫你莫，你干干仔欲！,"Kiò lí mài, lí kan-kan-á beh!",叫你不要，你偏要！,233-1-1
235,355,1,山頂的暗暝，會使看著千千萬萬粒星。,"Suann-tíng ê àm-mê, ē-sái khuànn-tio̍h tshian-tshian-bān-bān lia̍p tshenn.",山上的夜晚，可以看到成千上萬顆星星。,235-1-1
237,357,1,姑婆的翁我愛叫伊「丈公」。,Koo-pô ê ang guá ài kiò i “tiūnn-kong”.,姑婆的先生我要叫他「姑公」。,237-1-1
240,360,1,這馬下勻的少年人，想法佮阮往過攏無仝。,"Tsit-má ē-ûn ê siàu-liân-lâng, siūnn-huat kah guán íng-kuè lóng bô kāng.",現在小一輩的年輕人，想法和我們以往不同。,240-1-1
241,361,1,大不了予人罵罵咧爾爾。,Tāi-put-liáu hōo lâng mē-mē--leh niā-niā.,頂多被罵一罵而已。,241-1-1
242,362,1,伊三不五時就來阮兜行踏。,I sam-put-gōo-sî tō lâi guán tau kiânn-ta̍h.,他不時來我們家串門子。,242-1-1
242,362,2,伊三不五時會有新作品出版。,I sam-put-gōo-sî ē ū sin tsok-phín tshut-pán.,他不定時有新作品出版。,242-1-2
243,364,1,你這款土公仔性著愛改啦！,Lí tsit khuán thóo-kong-á-sìng tio̍h-ài kái--lah!,你這種粗魯的個性要改一改！,243-2-1
245,367,1,伊就是彼款土公仔性，你莫佮伊計較。,"I tō sī hit khuán thóo-kong-á-sìng, lí mài kah i kè-kàu.",他的個性就是那麼粗魯，你不要和他計較。,245-1-1
248,370,1,請上天保庇咱臺灣會當安定佮富裕。,Tshiánn siōng-thian pó-pì lán Tâi-uân ē-tàng an-tīng kah hù-jū.,請上蒼保佑我們臺灣能夠安定和富裕。,248-1-1
249,371,1,彼項工夫伊已經學上手矣。,Hit hāng kang-hu i í-king o̍h tsiūnn-tshiú--ah.,那項技術他已熟練了。,249-1-1
249,372,1,諞仙仔錢諞上手就溜旋矣。,Pián-sian-á tsînn pián tsiūnn-tshiú tō liu-suan--ah.,郎中錢一騙到手就開溜了。,249-2-1
250,373,1,彼口井敢閣有咧上水？,Hit kháu tsénn kám koh ū teh tshiūnn-tsuí?,那口井還有人在取水嗎？,250-1-1
252,375,1,先下手為強,sing hē-tshiú uî kiông,先下手為強,252-1-1
254,378,1,下水湯,hā-suí-thng,用禽類動物內臟煮成的湯,254-1-1
256,380,1,伊出手真大方，攏袂凍霜。,"I tshut-tshiú tsin tāi-hong, lóng bē tàng-sng.",他出手很慷慨，一點也不會小氣吝嗇。,256-1-1
256,381,1,伊今仔日的穿插真大方。,I kin-á-ji̍t ê tshīng-tshah tsin tāi-hong.,他今天的穿著很得體，有大家的風範。,256-2-1
257,382,1,今仔日是大日，真濟人嫁娶。,"Kin-á-ji̍t sī tuā-ji̍t, tsin tsē lâng kè-tshuā.",今天是好日子，很多人嫁娶。,257-1-1
257,383,1,運動會閣拄著出大日，逐家一定會曝甲烏趖趖。,"Ūn-tōng-huē koh tú-tio̍h tshut-tuā-ji̍t, ta̍k-ke it-tīng ē pha̍k kah oo-sô-sô.",運動會又遇到大晴天，大家一定會曬得很黑。,257-2-1
259,386,1,你若欲做衫，愛先量寸尺。,"Lí nā beh tsò sann, ài sing niû tshùn-tshioh.",你如果想要做衣服，要先量身材尺寸。,259-1-1
260,387,1,囡仔人騎車愛小心，毋通騎傷緊。,"Gín-á-lâng khiâ-tshia ài sió-sim, m̄-thang khiâ siunn kín.",小孩子騎車要留意謹慎，不要騎太快。,260-1-1
261,388,1,舊曆的小月干焦二十九工爾爾。,Kū-li̍k ê sió-gue̍h kan-na jī-tsa̍p-káu kang niā-niā.,農曆的小月只有二十九天而已。,261-1-1
261,389,1,這個月是小月，來阮店交關的人客有較少。,"Tsit kò gue̍h sī sió-gue̍h, lâi guán tiàm kau-kuan ê lâng-kheh ū khah tsió.",這個月是生意淡季，來我們店裡捧場的人比較少。,261-2-1
262,390,1,伊是做小木的。,I sī tsò sió-ba̍k--ê.,他是製作家具的木工。,262-1-1
263,391,1,這馬練工夫真時行。,Tsit-má liān kang-hu tsin sî-kiânn.,現在很流行練功夫。,263-1-1
263,392,1,這條手巾仔做了有夠工夫。,Tsit tiâu tshiú-kin-á tsò liáu ū-kàu kang-hu.,這條手帕做得很細緻。,263-2-1
263,393,1,伊的工夫袂䆀。,I ê kang-hu bē-bái.,他的技術不錯。,263-3-1
263,394,1,咱攏是熟似人，毋免遐工夫。,"Lán lóng sī si̍k-sāi-lâng, m̄-bián hiah kang-hu.",我們都是彼此熟識的人，不用那麼多禮。,263-4-1
266,397,1,你做代誌毋通三心兩意。,Lí tsò tāi-tsì m̄-thang sam-sim-lióng-ì.,你做事情不要猶豫不決。,266-1-1
267,398,1,伊拍球拍甲大心氣。,I phah-kiû phah kah tuā-sim-khuì.,他打球打到喘不過氣來。,267-1-1
271,402,1,你閣會曉西瓜倚大爿，知影欲綴阮行。,"Lí koh ē-hiáu si-kue uá tuā-pîng, tsai-iánn beh tuè guán kiânn.",你還會見風轉舵，知道要跟著我們走。,271-1-1
271,403,1,你的年歲比我較濟，大爿讓予你坐。,"Lí ê nî-huè pí guá khah tsē, tuā-pîng niū hōo lí tsē.",你的年紀比我大，左邊這個位子就讓給你坐。,271-2-1
275,407,1,冊愛用巾仔包咧。,Tsheh ài īng kin-á pau--leh.,書要用布巾包著。,275-1-1
277,409,1,啥人叫你大主大意做這件代誌？,Siánn-lâng kiò lí tuā-tsú-tuā-ì tsò tsit kiānn tāi-tsì?,誰叫你擅作主張做這件事？,277-1-1
278,410,1,這毋是啥物大代誌。,Tse m̄ sī siánn-mih tuā tāi-tsì.,這不是什麼大事情。,278-1-1
279,411,1,遮的上加是兩百箍。,Tsia--ê siōng-ke sī nn̄g-pah khoo.,這些頂多兩百元。,279-1-1
280,412,1,上北的火車,tsiūnn-pak ê hué-tshia,北上的火車,280-1-1
283,415,1,小可仔代誌毋免囥佇心肝內。,Sió-khuá-á tāi-tsì m̄-bián khǹg tī sim-kuann-lāi.,一點小事不用放在心上。,283-1-1
284,416,1,這馬柑仔大四界。,Tsit-má kam-á tuā-sì-kè.,現在到處都是橘子。,284-1-1
286,418,1,伊攏愛等甲下半暝才睏會落眠。,I lóng ài tán kah ē-puànn-mê tsiah khùn ē lo̍h-bîn.,他都要等到下半夜才睡得熟。,286-1-1
287,419,1,股票上市,kóo-phiò tsiūnn-tshī,股票上市,287-1-1
288,420,1,做生理愛敢下本，才會成功。,"Tsò-sing-lí ài kánn hē-pún, tsiah ē sîng-kong.",做生意要敢投入本錢，才會成功。,288-1-1
289,422,1,大本蕹菜,tuā-pún ìng-tshài,大型空心菜,289-1-1
290,424,1,伊是這个歌仔戲班的小旦。,I sī tsit ê kua-á-hì-pan ê sió-tuànn.,他是這個歌仔劇團裡的小旦。,290-1-1
291,425,1,伊看別人無上目。,I khuànn pa̍t-lâng bô tsiūnn-ba̍k.,他瞧不起別人。,291-1-1
291,425,2,欲予伊看會上目無簡單。,Beh hōo i khuànn ē tsiūnn-ba̍k bô kán-tan.,要讓他看得上眼不簡單。,291-1-2
292,426,1,伊隨上台就袂記得愛唸口白。,I suî tsiūnn-tâi tō bē-kì-tit ài liām kháu-pe̍h.,他一上臺就忘了要唸旁白。,292-1-1
293,427,1,大目新娘揣無灶。,Tuā-ba̍k sin-niû tshuē-bô tsàu.,大眼睛的新娘沒看見爐灶。諷刺一個人對於近在眼前的大目標，居然看不見。,293-1-1
294,428,1,彼个小生真緣投。,Hit ê sió-sing tsin iân-tâu.,那個小生長得真英俊。,294-1-1
298,432,1,伊明仔載欲上任矣。,I bîn-á-tsài beh tsiūnn-jīm--ah.,他明天要就職了。,298-1-1
300,434,1,我無欲放伊干休。,Guá bô beh pàng i kan-hiu.,我不會放過他。,300-1-1
301,435,1,請問你的大名是？,Tshiánn-mn̄g lí ê tuā-miâ sī?,請問你的大名是？,301-1-1
301,436,1,伊的大名，大部份的人攏知。,"I ê tuā-miâ, tuā-pōo-hūn ê lâng lóng tsai.",他的大名，多數人皆知。,301-2-1
302,437,1,較早踮厝內，大囝的責任較重。,"Khah-tsá tiàm tshù-lāi, tuā-kiánn ê tsik-jīm khah tāng.",早期在家裡，長子的責任比較重。,302-1-1
304,440,1,你這个臭小囝，哪會無代無誌共人拍？,"Lí tsit ê tshàu-sió-kiánn, ná ē bô-tāi-bô-tsì kā lâng phah?",你這個臭小子，怎麼無緣無故就打人呢？,304-1-1
306,442,1,彼个唱歌唱了上好的人，是阮姊仔。,"Hit ê tshiùnn-kua tshiùnn liáu siōng hó ê lâng, sī guán tsí--á.",那個唱歌唱得最好的人，就是我姐姐。,306-1-1
306,443,1,這件代誌你上好是莫管。,Tsit kiānn tāi-tsì lí siōng-hó sī mài kuán.,這件事情你最好別管。,306-2-1
307,444,1,有也好，無也好。,"Ū iā hó, bô iā hó.",有也好，沒有也好。,307-1-1
309,448,1,生理人初二、十六攏有拜土地公。,"Sing-lí-lâng tshe-jī, tsa̍p-la̍k lóng ū pài Thóo-tī-kong.",生意人初二、十六都拜土地公。,309-1-1
310,449,1,下早仔去較袂熱。,E-tsái-á khì khah bē jua̍h.,早上去比較不會熱。,310-1-1
310,450,1,下早仔伊有來揣你。,E-tsái-á i ū lâi tshuē--lí.,今天早上他來找你。,310-2-1
311,451,1,伊是一个大耳豬。,I sī tsi̍t ê tuā-hīnn ti.,他是耳根軟的人。,311-1-1
312,454,1,我若緊張就會大舌，話攏講袂清楚。,"Guá nā kín-tiunn tō ē tuā-tsi̍h, uē lóng kóng bē tshing-tshó.",我若緊張就會口吃，話都說不清楚。,312-1-1
314,457,1,母舅坐大位。,Bú-kū tsē tuā-uī.,舅舅坐主位。,314-1-1
319,464,1,好田地不如好子弟。,Hó tshân-tē put-jû hó tsú-tē.,擁有良田美地，不如養育上進乖巧的好子孫。,319-2-1
320,465,1,恁小弟今年幾歲矣？,Lín sió-tī kin-nî kuí huè--ah?,你弟弟今年幾歲了？,320-1-1
320,466,1,小弟真歡喜來到貴寶地。,Sió-tī tsin huann-hí lâi-kàu kuì pó-tē.,我很高興來到貴寶地。這句話也是走江湖的開場白。,320-2-1
320,467,1,請問這位小弟按怎稱呼？,Tshiánn-mn̄g tsit uī sió-tī án-tsuánn tshing-hoo?,請問這位小兄弟怎麼稱呼？,320-3-1
321,468,1,北管戲嘛叫做亂彈、子弟戲，是早期臺灣時行的傳統戲曲。,"Pak-kuán-hì mā kiò-tsò lān-thân, tsú-tē-hì, sī tsá-kî Tâi-uân sî-kiânn ê thuân-thóng hì-khik.",北管戲也叫做亂彈、子弟戲，是早期臺灣流行的傳統戲曲。,321-1-1
322,469,1,三更半暝,sann-kenn-puànn-mê,三更半夜,322-1-1
323,470,1,伊昨昏三更半暝才轉來。,I tsa-hng sann-kenn-puànn-mê tsiah tńg--lâi.,他昨天三更半夜才回來。,323-1-1
324,471,1,這个庄頭無偌大，蹛無幾口灶。,"Tsit ê tsng-thâu bô guā tuā, tuà bô kuí kháu-tsàu.",這個村子沒多大，沒有幾戶人家住在那裡。,324-1-1
326,473,1,伊有一个大肚胿，做啥物代誌攏真無方便。,"I ū tsi̍t ê tuā-tōo-kui, tsò siánn-mih tāi-tsì lóng tsin bô hong-piān.",他有一個很大的肚子，做起任何事都很不方便。,326-1-1
326,474,1,伊親像大肚胿，一頓會當食六碗飯。,"I tshin-tshiūnn tuā-tōo-kui, tsi̍t tǹg ē-tàng tsia̍h la̍k uánn pn̄g.",他的食量真的很大，一餐可以吃掉六碗飯。,326-2-1
326,475,1,伊揹一个大肚胿，嘛仝款拋拋走。,"I phāinn tsi̍t ê tuā-tōo-kui, mā kāng-khuán pha-pha-tsáu.",他懷孕挺了個大肚子，還是一樣四處跑。,326-3-1
327,477,1,三角銀,sann kak gîn,三毛錢,327-2-1
328,478,1,陳的！久見久見！近來攏咧無閒啥？,Tân--ê! Kiú-kiàn-kiú-kiàn! Kīn-lâi lóng teh bô-îng siannh?,老陳！好久不見！最近都在忙些什麼？,328-1-1
334,484,1,三角窗的厝來做店面上好。,Sann-kak-thang ê tshù lâi tsò tiàm-bīn siōng hó.,轉角的房子來做店面最合適。,334-1-1
336,486,1,伊上愛提千里鏡看稀罕的鳥仔。,I siōng ài the̍h tshian-lí-kiànn khuànn hi-hán ê tsiáu-á.,他最喜歡拿望遠鏡看稀奇的鳥類。,336-1-1
337,487,1,我若無提醒，你久來就會袂記得矣。,"Guá nā bô thê-tshénn, lí kú--lâi tō ē bē-kì--tit--ah.",我若沒有提醒你，時間一久你就會忘記了。,337-1-1
338,488,1,伊去予警察召去問口供。,I khì hōo kíng-tshat tiàu-khì mn̄g kháu-king.,他被警察叫去問口供。,338-1-1
340,490,1,大事化小事，小事化無事。,"Tuā-sū huà sió-sū, sió-sū huà bô sū.",大事化小，小事化無。有息事寧人或避重就輕之意。,340-1-1
342,492,1,這擺的工事真順利。,Tsit pái ê kang-sū tsin sūn-lī.,這次的工程很順利。,342-1-1
344,494,1,大嫂疼小叔。,Tuā-só thiànn sió-tsik.,大嫂疼小叔。,344-1-1
348,498,1,這片山坪種足濟茶欉。,Tsit phiàn suann-phiânn tsìng tsiok tsē tê-tsâng.,這片山坡地上種了很多茶樹。,348-1-1
349,499,1,阮丈姆明仔載欲來。,Guán tiūnn-ḿ bîn-á-tsài beh lâi.,我的岳母明天要來。,349-1-1
353,505,1,伊是阮小妹。,I sī guán sió-muē.,他是我妹妹。,353-1-1
353,506,1,小妹感謝逐家的疼惜。,Sió-muē kám-siā ta̍k-ke ê thiànn-sioh.,小妹謝謝大家對我的愛護。,353-2-1
355,509,1,𪜶兩个兄嫂小姑誠有話講。,In nn̄g ê hiann-só sió-koo tsiânn ū uē kóng.,他們姑嫂倆很有得聊。,355-1-1
357,511,1,物件收佇屜仔下底。,Mi̍h-kiānn siu tī thuah-á ē-té.,東西收在抽屜下面。,357-1-1
