義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
556,口音,各地方所特有的說話方式及腔調。,12260,腔口,口音、腔調。帶有各民族或地方特色的語音。
558,大面神,厚臉皮。不知羞恥的樣子。,2623,皮皮,厚臉皮、不在乎。
558,大面神,厚臉皮。不知羞恥的樣子。,6737,厚面皮,厚臉皮。形容人無羞恥之心。
558,大面神,厚臉皮。不知羞恥的樣子。,22139,激皮皮,不在乎，不知羞恥的樣子。
559,乞食琴,月琴。弦樂器。用木頭製成，琴身為扁圓形或八角形，有四絃或三絃，用撥子彈奏。臺灣的月琴只有兩絃，俗稱為「乞食琴」。,1479,月琴,弦樂器。用木頭製成，琴身為扁圓形或八角形，有四絃或三絃，用撥子彈奏。臺灣的月琴只有兩絃，因為過去有人行乞時會彈奏月琴伴唱，故俗稱為「乞食琴」(khit-tsia̍h-khîm)。
564,大厝,棺材。,11717,棺木,棺材、棺木。裝殮屍體的容器，大多用木材製成。
564,大厝,棺材。,11733,棺柴,棺材、棺木。裝殮屍體的容器，大多用木材製成。
564,大厝,棺材。,14302,壽板,棺材、壽材。裝殮屍體的器具，大多用木材製成。
565,大哥,稱謂。兄弟中排行最大的、最年長的。,405,大兄,大哥、長兄。
565,大哥,稱謂。兄弟中排行最大的、最年長的。,19670,大的,大哥，兄長，表示自己的親大哥，或至交兄長，是比較俚俗的用法。
566,大哥,老大。團體中的領導人。,19669,大的,老大、大哥，對團體領導者的敬稱，通常用於下對上的稱呼語。
567,低厝仔,簡陋又低矮的房子。,18501,平階,平房。
569,口座,帳戶、戶頭。在金融機構開一個存提款戶。源自日語「口座（こうざ）」。,1582,戶頭,帳戶。原本指不動產登記簿上的所有權人，現在大多用來稱呼在銀行等金融機構所開立的存提款帳號及所有者的名稱。
578,上桌,指客人赴宴就席。,4190,坐桌,入座、赴宴。應邀參加宴會。
580,口氣,說話的語氣。,8623,氣口,口氣，說話的語氣及措辭。
580,口氣,說話的語氣。,16793,聲嗽,口氣、語氣。通常指不好的說話口氣。
584,干涉,插手管別人的事情。,11560,插手,干預、干涉、介入。
590,山崙,指地勢較一般平原為高的小山丘。,9977,崙仔,小山丘、小土坡。
591,才情,指人的才華、本事、才能。,702,才調,本事、能力。
591,才情,指人的才華、本事、才能。,2379,本事,才幹、才能。
594,下晝,下午。,374,下午,中午過後的時間，指中午十二點到黃昏前的一段時間。
594,下晝,下午。,595,下晡,下午。
594,下晝,下午。,22898,過晝,過午。中午、午餐時間過後。
595,下晡,下午。,374,下午,中午過後的時間，指中午十二點到黃昏前的一段時間。
595,下晡,下午。,594,下晝,下午。
595,下晡,下午。,22898,過晝,過午。中午、午餐時間過後。
596,小票,零鈔。小面額的紙幣。,11676,散票,零鈔、小鈔。小額的紙幣，不包含硬幣。
598,大細,大小。指一般事物的尺寸大小。,386,寸尺,尺寸、法度。
599,大細心,偏心。指人故意偏袒一方，對某一方存私心。,600,大細目,本義為兩眼一大一小，大小眼。引申為用不公平的角度看待他人。
599,大細心,偏心。指人故意偏袒一方，對某一方存私心。,9635,偏心,偏袒。袒護一方，對某一方存私心。
599,大細心,偏心。指人故意偏袒一方，對某一方存私心。,23145,攔孤爿,偏袒。袒護某一方。
600,大細目,本義為兩眼一大一小，大小眼。引申為用不公平的角度看待他人。,599,大細心,偏心。指人故意偏袒一方，對某一方存私心。
601,山頂,山的最高點。,462,山尾溜,山頂。
601,山頂,山的最高點。,715,山頭,山頂。
601,山頂,山的最高點。,19673,山內,山裡、山上。
601,山頂,山的最高點。,22111,山尖,山嶺的頂點。
605,大寒,極冷，嚴寒。,22093,烏寒,陰天又寒冷的。
607,大摒掃,大掃除。也引申為對工作項目的整理。,11675,摒掃,打掃。清潔、掃除清理。
607,大摒掃,大掃除。也引申為對工作項目的整理。,21994,摒盪,清潔、掃除清理。
608,上殕,發霉。,2715,生菇,發霉。
608,上殕,發霉。,9176,臭殕,發霉。東西因為受潮而長出黑色的菌絲體。
613,干焦,只有、僅僅。,2084,只是,僅僅是，只不過是。
613,干焦,只有、僅僅。,16101,獨獨,僅僅、只有。
617,工程,有關製造、建築、開礦、發電、興修水利等，有一定計畫的工作進程。,492,工事,工程。源自日語「工事（こうじ）」。
619,上等,最高等級或最優異的品等。,9530,高級,較高尚、尊貴，層次等級較高的。
622,小等,等一下、稍等。,12176,等一下,稍待片刻。
622,小等,等一下、稍等。,12201,等咧,等一下、稍待片刻。
622,小等,等一下、稍等。,14024,較停仔,等一下。稍候片刻。
623,土菝仔,土芭樂。瓜果類。番石榴的一種，臺灣土生種，果實形體小，晒乾後可以泡茶，中醫療效上可以治糖尿病。,5965,林菝仔,番石榴、芭樂。瓜果類。葉對生，花白色，可以食用，富含維生素C。
623,土菝仔,土芭樂。瓜果類。番石榴的一種，臺灣土生種，果實形體小，晒乾後可以泡茶，中醫療效上可以治糖尿病。,12296,菝仔,番石榴、芭樂。瓜果類。葉對生，花白色，可以食用，是富含維生素Ｃ的水果。
627,凡勢,也許、可能。,2113,可能,或許，也許。
627,凡勢,也許、可能。,11878,無定著,也許、說不定。
627,凡勢,也許、可能。,22735,無定,說不定。
629,土想,指事情不需細想即可知道。,10503,淺想,未經過深思熟慮的猜測。
630,下暗,晚上、今晚。,521,下昏暗,今晚、今天晚上。
630,下暗,晚上、今晚。,14474,暝時,夜晚。夜裡，晚上。
634,山溝,山澗、山谷。,479,山谷,山溝。兩山之間低窪且狹窄的地方。
634,山溝,山澗、山谷。,4196,坑溝,山間水溝或大水坑。
634,山溝,山澗、山谷。,13275,溪溝,夾在兩山之間的溪水。
637,千萬,務必、絕對。有再三叮嚀的意思。,13679,萬萬,絕對、一定。
639,大腸,腸的下部。上接小腸，下連肛門，較小腸粗大而短，可依次分為盲腸、結腸與直腸三部分。大腸可吸收水分和一部分養分，並主宰排泄作用。,13590,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。
643,小腸,在腸的上部，較大腸細長，上接胃部，下連大腸，有消化和吸收的功用，是人體最重要的消化器官。,13590,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。
644,山腰,半山腰、半山坡。半山處，介於山頂和山腳部分。,18477,山腹,半山腰、半山坡。半山處，介於山頂和山腳部分。
646,大腹肚,懷孕。,3466,有身,懷孕。
648,下跤,下面、底下。,511,下底,下面、底下。與「頂面」(tíng-bīn)相對。
651,大話,誇口不實的話。,16184,膨風,吹牛。誇口說大話。
655,下跤手人,手下、下屬。從事打雜工作的部屬。,413,下司,下屬、手下。
655,下跤手人,手下、下屬。從事打雜工作的部屬。,1168,手下,部下、部屬。
655,下跤手人,手下、下屬。從事打雜工作的部屬。,4952,使用人,僕人、傭人、手下。
655,下跤手人,手下、下屬。從事打雜工作的部屬。,11131,部下,部屬、屬下。軍隊或團體裡被統率的人。
656,大跤胴,蘿蔔腿。小腿肚粗大的腿形。,13682,落跤氣,腳氣病。病名。因缺乏維生素B所引起的多發性神經炎。症狀有疲勞軟弱、小腿沉重、肌肉疼痛萎縮、手足痙攣、頭痛失眠、下肢水腫、心力衰竭等等。以白米為主食的亞洲地區最為常見。
658,三跤貓,三腳貓。形容技藝不精、不中用的人。,2126,半桶師仔,學藝未精的技術人員或學徒。
660,大路,寬敞開闊的道路。,1009,公路,由公家修建管理，人民可以自由通行的道路。
660,大路,寬敞開闊的道路。,14051,道路,地面上供人車通行的路。
660,大路,寬敞開闊的道路。,19024,車路,馬路。車的通道。
663,大道公,保生大帝，為傳統民間信仰的神明，又稱吳真人。俗名為吳夲，北宋太宗年間福建泉州府同安縣人，以醫藥為業，得道後又以除瘟疫為聖行，中醫藥業常供奉為行業神。也是臺灣同安籍人士信奉的鄉土保護神。在臺灣以臺北大龍峒保安宮、蘆洲保和宮和臺南學甲慈濟宮最為著名之主祀廟宇。,6619,保生大帝,為傳統民間信仰的神明，又稱為大道公、吳真人。俗名為吳夲，北宋太宗年間福建泉州府同安縣人，以醫藥為業，得道後又以除瘟疫為聖行，中醫藥業常供奉為行業神。也是臺灣同安籍人士信奉的鄉土保護神。在臺灣以臺北大龍峒保安宮、蘆洲保和宮和臺南學甲慈濟宮最為著名之主祀廟宇。
664,三頓,三餐。,2472,正頓,正餐、三餐。定時所吃的早、中、晚三餐。
664,三頓,三餐。,16723,糜飯,稀飯和乾飯，常用來泛稱三餐。
669,大漢,身材高大。,22692,四壯,指身體強壯或身材魁梧。
684,大餅,喜餅、禮餅。訂婚時女方贈給親友的餅。,10634,盒仔餅,訂婚禮餅。指盒裝禮餅、喜餅禮盒。現代人大多以西餅為主，用西式或日式的喜餅來代替傳統的大餅。
685,三層,五花肉。指肥瘦夾雜的豬肉。,688,三層肉,五花肉。指肥瘦夾雜的豬肉。
688,三層肉,五花肉。指肥瘦夾雜的豬肉。,685,三層,五花肉。指肥瘦夾雜的豬肉。
690,小數,少數。數額不大。,1556,少數,數量少、不多。
695,大範,一個人的舉止十分大方、自然，不受拘束。,381,大方,舉止得體合宜、不矯飾，有大家風範。
696,大範,高雅、不俗氣。,22017,有範,氣派。指人穿著得體，體面且適宜。
701,工課,工作、事情。,459,工作,作事、職業。為賺取生活所需的金錢或物質，所從事的腦力或體力的活動。
701,工課,工作、事情。,16467,頭路,職業、工作。
701,工課,工作、事情。,17052,穡,原指農事，現泛指所有工作。
701,工課,工作、事情。,17071,穡頭,本指農事，今則泛指一切工作。
702,才調,本事、能力。,148,二步七仔,本事、本領。形容人對事情有一點處理的本事、能力。
702,才調,本事、能力。,591,才情,指人的才華、本事、才能。
702,才調,本事、能力。,2379,本事,才幹、才能。
702,才調,本事、能力。,2476,本領,本事。處理事情的能力。
703,大賣,批發的生意，指成批買賣商品。,21861,中盤,大量購買商品再轉賣給零售商，賺取差額利潤的商人。
704,小賣,零售商。將貨品零星出售給消費者的商人。相反的，「大賣」(tuā-bē)指的就是批發商。,22383,小盤,零售商。將貨品零星出售給消費者的商人。
706,下輩,晚輩、後輩。子姪輩或是輩分較低的人。,360,下勻,後輩、晚輩。
706,下輩,晚輩、後輩。子姪輩或是輩分較低的人。,4404,序細,晚輩、後輩。
706,下輩,晚輩、後輩。子姪輩或是輩分較低的人。,6962,後輩,晚輩。
708,下頦,下巴。臉部嘴脣以下的部位。,329,下𦜆,下巴、下顎。
708,下頦,下巴。臉部嘴脣以下的部位。,736,下顎,下巴。一般稱「下巴」為「下頦」(ē-hâi)，「下顎」多在面相當中使用。
708,下頦,下巴。臉部嘴脣以下的部位。,11336,喙下斗,下巴、下顎。
713,山貓,雲豹、石虎、狸貓。哺乳動物。頭部有黑色條紋，軀幹有黑褐色斑點，尾部有橫紋，性凶猛，捕食鳥、鼠、蛇、蛙等小動物。,8783,狸猫,狸子。哺乳動物。體型大小像貓，頭部有黑色條紋，身體有黑褐色斑點，尾部有橫紋，性情凶猛，捕食鳥、鼠、蛇、蛙等小動物。
715,山頭,山頂。,462,山尾溜,山頂。
715,山頭,山頂。,601,山頂,山的最高點。
715,山頭,山頂。,22111,山尖,山嶺的頂點。
719,上頭仔,最初、最前頭。,16431,頭仔,最初。最早的時期、剛開始的時候。
720,大頭拇,大拇指。,7092,指頭拇公,大拇指。
722,大頭菜,蕪菁。根莖類。根為扁球形，肉質為白色或紅色，球根及嫩葉可以食用。,12338,菜擴,大頭菜。根莖類。甘藍菜的一種，莖部肥大成圓球狀，口感如同瓜果，可煮湯。
724,山嶺,山脈。連綿的高山。,299,山,地形隆起的部分。
724,山嶺,山脈。連綿的高山。,17631,懸山,高山。
727,上濟,至多、頂多。指在最壞的情況下。,411,上加,最多、頂多。
727,上濟,至多、頂多。指在最壞的情況下。,19430,極加,最多、頂多。用來說明數量上、程度上等頂多如何。
729,大聲,聲音宏大、響亮。,21858,大細聲,高聲喧鬧、吵鬧。
730,大聲,理論、咆哮。,21859,大細聲,爭吵。
733,下擺,下次、下回。,6973,後擺,下次、下回。
733,下擺,下次、下回。,18545,後過,下次。將來。
